Stkcd,Trdynt,Yopnprc,Yclsprc,Ynshrtrd,Ysmvosd,Ysmvttl,Yretwd,Yretnd,Yarkettype
2093,2006,23.08,20.1,26224875,268536,1341675,,,4
2093,2007,20.4,47.2,221226707,1668611.8,6301200,3.696514,3.696517,4
2093,2008,47.24,11.33,394280943,832122.13,3025110,-0.518456,-0.517797,4
2093,2009,11.9,18.55,685851614,3746599.15,4952850,0.637246,0.637246,4
2093,2010,18.68,18.08,1217633858,6050732.3,7241040,0.465603,0.465229,4
2093,2011,18.08,6.42,1022357270,5071799.09,5553300,-0.289824,-0.289823,4
2093,2012,6.43,4.12,2009097054,3513998.91,3563800,-0.358255,-0.358255,4
2093,2013,4.15,5.11,3110659899,4358382.15,4420150,0.242321,0.242718,4
2093,2014,5.09,6.08,3721652163,5185707.14,5259200,0.19186,0.191781,4
2093,2015,6.08,14.88,8659354955,12690777.89,12871200,1.448987,1.449013,4
2093,2016,14.89,11.07,3318824786,9432846.17,10933369.41,-0.256048,-0.256048,4
2093,2017,11.09,9.49,1653829213,8049227.19,9561175,-0.141726,-0.141825,4
2094,2006,14.61,11.91,47348630,323952,1278008.98,,,4
2094,2007,11.92,21.5,352256196,1083724.27,2307069.11,0.805206,0.805206,4
2094,2008,21.5,4.7,630160564,473814.33,1008672.08,-0.561067,-0.560465,4
2094,2009,5.17,11.03,1213723647,2367160.21,2367160.21,1.397949,1.385106,4
2094,2010,11.2,13.79,1182024029,4439230.19,4439230.19,0.877394,0.877153,4
2094,2011,13.76,9,1027278255,2897249.58,2897249.58,-0.347353,-0.347353,4
2094,2012,9.1,7.96,1888448381,2562456.3,2562456.3,-0.115555,-0.115556,4
2094,2013,8.01,7.71,1128704297,2481977.14,2481977.14,-0.031407,-0.031407,4
2094,2014,7.77,10.86,1771474459,3495199.99,3496014.49,0.416895,0.416342,4
2094,2015,10.87,31.15,2214184172,10025366.46,10027702.71,1.868324,1.868324,4
2094,2016,30.5,30,1114965488,9655248.6,11317357.02,-0.036918,-0.036918,4
2094,2017,30.37,17.59,957657644,6193407.64,6904926.22,-0.412353,-0.412,4
2095,2006,68.1,55.12,28498568,661440,3307200,,,4
2095,2007,55.67,66.88,142341752,1087017.36,4012800,0.217985,0.218795,4
2095,2008,66.38,15.6,164144889,380326.05,1404000,-0.649359,-0.648624,4
2095,2009,15.71,36.97,417081559,3288758.81,3327300,1.379127,1.376282,4
2095,2010,36.5,26.86,497620490,3588526.49,3626100,0.095733,0.095212,4
2095,2011,26.87,11.84,308492695,1901527.09,1918080,-0.468452,-0.467312,4
2095,2012,11.95,11.94,441032473,1919244.83,1934280,0.01636,0.016892,4
2095,2013,12.06,27.87,1347673648,4481740.2,4514940,1.345783,1.342546,4
2095,2014,27.88,31.58,1255394633,6604802.13,6650748,0.484344,0.48023,4
2095,2015,31.58,73.59,3310477032,18497570.63,18597664.8,1.797796,1.79791,4
2095,2016,73.2,40.04,1470030074,10072265.12,10118908.8,-0.455904,-0.455904,4
2095,2017,40.19,34.86,694098982,8770863.57,8809819.2,-0.128084,-0.128122,4
2096,2006,18.01,15.06,14869310,180720,884859.34,,,4
2096,2007,15.06,30.76,159155736,510616,1807322.26,1.068749,1.062417,4
2096,2008,30.76,10.42,170398680,257582.4,918350.03,-0.484345,-0.48212,4
2096,2009,10.55,29.95,827313817,3951306.5,3959393,3.365072,3.338292,4
2096,2010,30.14,33.95,352663486,4479026.9,4488193.4,0.146737,0.143573,4
2096,2011,33.6,29.04,142353856,3831250.1,3839090.9,-0.140416,-0.140206,4
2096,2012,28.6,11.89,479827481,3137297.78,4414602.43,-0.176921,-0.175964,4
2096,2013,11.89,11.89,695341593,3137297.78,4414602.43,0.004347,0.005046,4
2096,2014,11.88,11.3,542155498,2981620.26,4195543.1,-0.039003,-0.041211,4
2096,2015,11.61,26.01,1706305030,9643129.47,9657174.87,1.308905,1.312389,4
2096,2016,25.9,14.45,740927492,5358811.4,5365097.15,-0.442896,-0.442907,4
2096,2017,14.51,8.23,565046898,3052111.96,3055692.01,-0.428339,-0.427682,4
2097,2006,27.5,32.41,44472846,860809.6,4296755.75,,,4
2097,2007,33,57.15,319632508,8597042.5,15153322.5,2.527706,2.527615,4
2097,2008,57.1,12,868955609,1919115.22,3291600,-0.788845,-0.789521,4
2097,2009,12.48,21.06,1837090234,4245573.01,5776758,0.755,0.755,4
2097,2010,21.1,16.75,2124332974,4947020.39,7042537.5,0.198986,0.197768,4
2097,2011,16.85,8.61,1048579386,2542916.15,3628684.5,-0.48489,-0.484179,4
2097,2012,8.63,6.84,1025313362,2046186.55,2814318,-0.201766,-0.200813,4
2097,2013,6.88,7.27,1323697044,2380542.55,2991241.5,0.067959,0.067251,4
2097,2014,7.2,10.05,3068134004,3290871.44,5060677.5,0.387786,0.38652,4
2097,2015,10.01,10.84,4165778671,6822694.3,8187723,0.620639,0.620896,4
2097,2016,10.71,8.95,5155228125,5633626.73,6760158.75,-0.174354,-0.174354,4
2097,2017,8.96,7.53,2892088331,4548012.12,7952195.54,-0.149206,-0.147486,4
2098,2006,9.5,11.9,83699857,523600,1844500,,,4
2098,2007,11.9,21.5,577394085,1247000,3332500,0.814169,0.815126,4
2098,2008,21.5,5.15,400388950,298700,798250,-0.754869,-0.751163,4
2098,2009,5.2,11.13,1000782783,1725150,1725150,1.189637,1.180583,4
2098,2010,11.18,16,561215130,2480000,2480000,0.453164,0.446541,4
2098,2011,16.07,8.67,362901154,1343850,1343850,-0.449003,-0.445625,4
2098,2012,8.72,7.47,711171900,1157850,1157850,-0.104928,-0.103806,4
2098,2013,7.54,9.15,839139218,1418250,1418250,0.243403,0.238286,4
2098,2014,9.12,15.85,607647416,2456750,2456750,0.764407,0.754098,4
2098,2015,14.27,15.46,2116487708,3075689.7,5534680,0.955249,0.957729,4
2098,2016,15.37,19.29,1951308523,5979900,6905820,0.256569,0.252911,4
2098,2017,19.18,16.33,1119011750,5062195.49,5846140,-0.148648,-0.1493,4
2099,2006,20,16,23371675,345600,1712000,,,4
2099,2007,15.9,14.97,445701926,1073349,2402685,0.411144,0.412813,4
2099,2008,15,6.23,419748420,508615.24,999915,-0.579127,-0.577154,4
2099,2009,6.34,11.87,1040273047,1458136.64,1905135,0.92839,0.921348,4
2099,2010,11.99,23.8,891658599,2923643.81,3819900,1.015442,1.013479,4
2099,2011,23.98,18.7,299042706,2373906.92,3019348.75,-0.207542,-0.205882,4
2099,2012,18.7,6.52,1131928290,1690007.08,2115674.8,-0.292693,-0.286631,4
2099,2013,6.6,6.69,1417221973,1734907.93,2170838.1,0.026074,0.026074,4
2099,2014,7.36,8.56,1418839372,2218136.24,6189253.34,0.279522,0.279522,4
2099,2015,8.55,23.85,4671512762,9509038.62,18120242.97,1.81019,1.809579,4
2099,2016,21.47,8.48,4787156842,6915409.12,13761066.31,-0.281443,-0.280503,4
2099,2017,8.47,5.78,1940203494,9125862.26,9372907.26,-0.315231,-0.314858,4
2100,2006,24,18.88,14531111,241664,1208320,,,4
2100,2007,18.98,22.81,172149492,1097925.14,2189760,0.815711,0.815201,4
2100,2008,22.75,11.58,176857943,739962,1459195.8,-0.389745,-0.389478,4
2100,2009,11.8,22.31,636959960,3341136.68,3654668.03,1.513935,1.510622,4
2100,2010,22.4,19.24,604513556,3745792.12,4362417.96,0.124536,0.123801,4
2100,2011,19.48,10.34,556152777,2749803.06,3047797.41,-0.299446,-0.298753,4
2100,2012,10.35,9.21,657949907,2668026.2,2714720.9,-0.099898,-0.099613,4
2100,2013,9.21,12.75,1118625211,4885613.35,5535527.81,0.807621,0.805103,4
2100,2014,12.66,11.95,904299625,4577332.31,5188200.58,-0.052332,-0.053333,4
2100,2015,11.96,10.06,3918627957,4760290.01,9691649.16,0.690098,0.69205,4
2100,2016,10.1,8.97,1884617369,6362431.01,8641559.93,-0.096758,-0.096421,4
2100,2017,8.97,8.12,1033743422,5760702.46,7822683.02,-0.082989,-0.083612,4
2101,2006,18.8,19.3,8229198,262480,1293100,,,4
2101,2007,18,25.6,171541140,435200,1715200,0.340113,0.337979,4
2101,2008,25.7,8.64,136960270,372990.53,578880,-0.6625,-0.6625,4
2101,2009,8.99,26.78,482950617,1794260,1794260,2.146111,2.122685,4
2101,2010,27.1,32.63,332626355,2186210,2675660,0.218447,0.218447,4
2101,2011,32.58,9.09,296054000,1490760,1490760,-0.439932,-0.436715,4
2101,2012,9.12,8.36,311888894,1371040,1371040,-0.080308,-0.080308,4
2101,2013,8.43,10.48,414736128,1718720,2009016,0.282878,0.277512,4
2101,2014,10.43,15.85,946114362,3038445,3038445,0.529435,0.526718,4
2101,2015,16.02,33,1412583148,6325854.98,6326100,1.088186,1.088328,4
2101,2016,33,23.25,679380892,5766310.36,5766534.77,-0.178351,-0.157327,4
2101,2017,23.29,21.24,621484180,5267803.53,7534208.43,-0.082213,-0.082151,4
2102,2006,10.99,11.18,16292645,268320,1270865.91,,,4
2102,2007,10.88,28.8,254714215,864000,3273786.95,1.588294,1.584973,4
2102,2008,29.28,4.54,466871139,383037.2,774114.21,-0.763542,-0.763542,4
2102,2009,4.8,8.48,1353276781,715452.75,1445922.57,0.881069,0.878855,4
2102,2010,8.5,10.01,1132976931,844537.97,2048346.3,0.180425,0.180425,4
2102,2011,10.02,6.11,3658719637,1447944.02,2500578.6,0.220778,0.220779,4
2102,2012,6.12,4.03,2359314202,1227856.58,1649317.8,-0.340426,-0.340426,4
2102,2013,4.02,4.89,1706552055,1601655.65,2001281.4,0.213399,0.2134,4
2102,2014,4.86,8.8,2151552335,3059120.16,5534266.7,0.799591,0.799591,4
2102,2015,8.75,14.88,1770564211,5989886.43,10843465.99,0.690909,0.690909,4
2102,2016,14.47,5.11,6232302450,6171032.46,11171393.39,0.030241,0.030242,4
2102,2017,5.15,4.3,5073004975,5192928.42,11325496.05,-0.158513,-0.158513,4
2103,2007,11.6,13.04,551303459,719808,2848340.24,,,4
2103,2008,13.35,4.55,473263195,333226.63,993861.05,-0.643538,-0.643405,4
2103,2009,4.61,9.91,914208749,951136.8,2164651.21,1.21605,1.207033,4
2103,2010,10.01,8.33,525565744,1388827.71,1819530.23,-0.143373,-0.144299,4
2103,2011,8.37,5.62,299220590,941279.75,1227582.22,-0.312649,-0.307323,4
2103,2012,5.68,5.61,157256208,959003.56,1225397.91,0.015763,0.016014,4
2103,2013,5.64,6.31,392902051,1078723.06,1378299.61,0.134801,0.13369,4
2103,2014,6.31,11.4,516464374,1948881.6,2490113.4,0.816715,0.81458,4
2103,2015,11.45,17.52,927902736,2997761.32,5345672.67,0.542638,0.545614,4
2103,2016,19.27,17.33,1471295809,4550217.69,7931550.28,0.493046,0.492295,4
2103,2017,17.36,9.45,532191548,3076806.37,5190062.32,-0.341393,-0.339873,4
2104,2007,14.8,21.38,537419432,1046764.8,4187059.2,,,4
2104,2008,21.38,4.79,360601360,585797.65,1407110.4,-0.659389,-0.654584,4
2104,2009,4.89,21.11,1760435589,3277322.64,6201273.6,3.448869,3.427975,4
2104,2010,21.22,16.94,2468184356,4935945.29,7464441.6,0.206503,0.206348,4
2104,2011,16.9,9.23,1774819517,2692297.83,4067107.2,-0.450759,-0.449233,4
2104,2012,9.34,9.29,1611300873,3161578.65,4093545.6,0.011151,0.011918,4
2104,2013,9.5,15.16,2734111343,5159260.75,6680102.4,0.645632,0.642626,4
2104,2014,14.84,12.1,2837485310,6587716.84,8629720,0.287242,0.286939,4
2104,2015,12.13,23.99,8655977413,16960744.22,17117920.56,0.989965,0.990909,4
2104,2016,23.99,11.79,5067097250,8300409,8412212.16,-0.505449,-0.504377,4
2104,2017,8.69,8.77,4660486,4963676.56,6244492.58,,,4
2105,2007,7.15,9.13,968696177,620840,2446840,,,4
2105,2008,9.19,3.46,395532396,451737.6,927280,-0.613685,-0.610077,4
2105,2009,3.52,7.47,1280902871,975283.2,2001960,1.195002,1.187861,4
2105,2010,7.5,7.95,1292379194,2130600,2130600,0.082658,0.080321,4
2105,2011,7.9,4.4,610629824,1179200,1179200,-0.446541,-0.446541,4
2105,2012,4.43,4.61,399530715,1235480,1235480,0.071648,0.070455,4
2105,2013,4.56,5.11,820114563,1369480,1369480,0.132452,0.130152,4
2105,2014,5.14,7.19,2195382577,2408650,2408650,0.764844,0.76272,4
2105,2015,7.21,11.97,4050904125,4410945,4410945,0.836853,0.838248,4
2105,2016,11.96,14.42,3150869895,5313770,5313770,0.204679,0.204678,4
2105,2017,14.4,6.53,1998448193,2406305,2406305,-0.547157,-0.547157,4
2106,2007,34.5,34.15,444035740,2166254.03,8665904,,,4
2106,2008,34.2,6.96,398713349,1097689.7,2296020.48,-0.730436,-0.72041,4
2106,2009,7.07,24.4,1401106571,5643099.85,8049267.2,2.606559,2.563218,4
2106,2010,24.18,66.25,1571712649,27102035.08,28411604,2.551277,2.53791,4
2106,2011,65.94,16.76,1874980123,9630389.34,10062639.64,-0.644163,-0.642808,4
2106,2012,16.85,15.31,2934968698,8855528.44,9192065.21,-0.077871,-0.077566,4
2106,2013,15.34,11.55,2568891214,6697214.7,8152176.65,-0.240159,-0.235794,4
2106,2014,11.55,12.68,4484041021,8558959.22,8949748.91,0.10762,0.106494,4
2106,2015,12.69,13.34,2420787582,9220814.2,9415587.57,0.053474,0.053628,4
2106,2016,13.18,11.24,6513718799,7907889.12,7933373.64,-0.157421,-0.157421,4
2106,2017,11.28,10.17,3002519735,7155098.96,7178150.35,-0.086066,-0.086299,4
2107,2007,18.71,26.3,190110704,473400,1840737,,,4
2107,2008,26.01,27.01,119083370,592734.67,2214549.9,0.038013,0.037643,4
2107,2009,27.13,24.5,511251571,1663361.45,4017510,0.814141,0.814143,4
2107,2010,24.5,13.81,560800724,984676.1,2264563.8,-0.436327,-0.436327,4
2107,2011,13.81,9.64,263590498,712924.76,1580767.2,-0.301955,-0.301955,4
2107,2012,9.7,8.75,323919087,657176.83,1434825,-0.092324,-0.092324,4
2107,2013,8.77,10.74,397412201,806686.75,1761145.2,0.227429,0.227429,4
2107,2014,10.91,24.18,530401692,1816171.84,3965036.4,1.25994,1.256983,4
2107,2015,25.8,25.93,2450409002,4345142.95,9354403.08,1.367544,1.367907,4
2107,2016,24.8,16.51,1351962556,5760465.8,5956081.56,-0.358954,-0.359429,4
2107,2017,16.65,12.58,510033472,4393288.28,4538310.48,-0.238038,-0.238038,4
2108,2007,18.55,18.48,225027439,332630.76,1270500,,,4
2108,2008,18.5,11.08,81444910,358461.27,761750,-0.383002,-0.377165,4
2108,2009,11.2,36.69,447354810,1424398.26,3616900.2,3.034442,3.000722,4
2108,2010,36.6,19.08,978571434,3145383.79,3197540.88,-0.111815,-0.113219,4
2108,2011,19.09,7.25,869700686,2151323.82,2186997.3,-0.314781,-0.314465,4
2108,2012,7.29,7.72,519281092,2328775.06,2625995.06,0.078374,0.078621,4
2108,2013,7.74,8.39,1273301101,2821338.02,2853898.77,0.10727,0.110104,4
2108,2014,8.39,13.3,2686753527,4472448.86,4838524.89,0.610442,0.609058,4
2108,2015,13.3,17.67,7455162030,10857129.64,10928154.06,1.262535,1.262331,4
2108,2016,17.67,20.37,6233463820,12516113.79,13069283.24,0.16144,0.161856,4
2108,2017,20.36,11.36,6632875219,12390476.09,12390476.09,-0.045211,-0.044084,4
2109,2007,17,19.54,394730552,781600,3126400,,,4
2109,2008,19.69,6.7,996813557,1352063.05,2401280,-0.221466,-0.221699,4
2109,2009,6.9,10.93,2702757144,2205678.97,3917312,0.64666,0.646269,4
2109,2010,10.98,10.14,1673382092,3634165.86,3634176,-0.065018,-0.064044,4
2109,2011,10.25,7.84,1914070986,2809848.16,2809856,-0.220069,-0.217949,4
2109,2012,7.92,7.54,894076250,2702336,2702336,-0.015926,-0.012755,4
2109,2013,7.56,5.04,708922866,1806336,1806336,-0.320714,-0.318302,4
2109,2014,5.05,5.97,1398051452,2139648,2139648,0.184524,0.184524,4
2109,2015,5.95,8.54,906810718,3060736,3060736,0.430486,0.430486,4
2109,2016,9.39,8.04,1437613603,1689077.02,5643784.07,-0.058548,-0.058548,4
2109,2017,8.06,6.89,3318850986,1447480.19,4836526.4,-0.143035,-0.143035,4
2110,2007,9.5,18.12,1381038973,1811990.94,9688764,,,4
2110,2008,18.3,5.89,683201044,822833,3149383,-0.670724,-0.663907,4
2110,2009,6.01,18.06,1385205137,2522982,9656682,2.071497,2.071307,4
2110,2010,18.18,10.82,1727702733,1511554,5785454,-0.396362,-0.39701,4
2110,2011,10.98,7.11,860987211,3801717,3801717,-0.341582,-0.341035,4
2110,2012,7.14,5.01,293141404,2678847,2678847,-0.294258,-0.293952,4
2110,2013,5.08,4.61,819466704,2464967,2464967,-0.07984,-0.07984,4
2110,2014,4.61,6.16,1186132209,3293752,3293752,0.339742,0.338612,4
2110,2015,6.18,7.08,1417662393,3785676,3785676,0.150677,0.150974,4
2110,2016,7.03,13.2,3492326734,7058040,18131717.5,0.864407,0.864407,4
2110,2017,12.9,19.34,3425034581,19158586.93,26565713.37,0.482158,0.480303,4
2111,2007,31,51.83,178735830,1098796,4390001,,,4
2111,2008,51.7,13.06,111153103,603747.49,1880509.4,-0.568907,-0.567779,4
2111,2009,13.06,23.98,413419250,1108565.45,3452880.2,0.852944,0.847626,4
2111,2010,24.3,25.2,445471871,1213443,3715130.29,0.050876,0.050876,4
2111,2011,24.82,8.33,750771173,1502744.81,2559565.22,-0.413568,-0.369558,4
2111,2012,8.45,7.95,1228275854,1452497.2,2442802.34,-0.038523,-0.038415,4
2111,2013,8,10.2,1111704765,2689366.43,3134161.5,0.297434,0.293082,4
2111,2014,10.25,16.14,1178096916,4255526.87,4959349.66,0.590963,0.590196,4
2111,2015,16.14,30.35,1344098356,8002183.43,10959086.87,0.884323,0.885378,4
2111,2016,30.69,21.4,1081759717,5642396.23,8171108.59,-0.291866,-0.290939,4
2111,2017,21.48,14.44,629240322,4111078.14,5513589.16,-0.319506,-0.318224,4
2112,2007,18.5,20.39,224989384,407800,1631200,,,4
2112,2008,20.38,11.83,212776231,617471.29,946400,-0.417105,-0.416381,4
2112,2009,11.91,14.76,811598740,1078565.23,1653120,0.750444,0.749281,4
2112,2010,14.91,15.23,650977133,1549390.32,1705760,0.035373,0.034553,4
2112,2011,15.23,7.8,363288639,793515.72,873600,-0.486087,-0.485227,4
2112,2012,7.88,7.34,240841041,762825.64,822080,-0.058975,-0.058974,4
2112,2013,7.35,7.1,949051547,1328189.61,1431360,0.745012,0.743869,4
2112,2014,7.12,10.2,1162467548,1845755.87,2056320,0.43839,0.438028,4
2112,2015,10.2,19.12,1124422921,3463742.07,3854592,0.875871,0.87549,4
2112,2016,21.03,19.14,1771529483,3495967.18,3858624,0.001475,0.001569,4
2112,2017,19.25,17.41,514329036,3179978.51,3509856,-0.090387,-0.090387,4
2113,2007,14.3,18.25,260795486,401500,1350500,,,4
2113,2008,18.51,3.98,352795862,289028.67,471232,-0.650676,-0.650521,4
2113,2009,4.02,9.17,1043904644,665927.88,1085728,1.30402,1.30402,4
2113,2010,9.35,7.99,872962215,917444.01,946016,-0.12868,-0.12868,4
2113,2011,8.01,6.15,291903318,550005.76,728160,-0.230288,-0.230288,4
2113,2012,6.18,7.32,131532441,654973.46,866688,0.190244,0.190244,4
2113,2013,7.31,9.15,391085287,1083334.82,1083360,0.25,0.25,4
2113,2014,9.09,12.22,500008764,1446814.37,1446848,0.335519,0.335519,4
2113,2015,12.3,39.7,1449983933,4699024.92,4700480,2.248772,2.248773,4
2113,2016,39.37,18.81,5168257340,8905658.3,14191766.09,0.895214,0.895214,4
2113,2017,16.93,12.27,1570269642,5809689.07,11062436.62,-0.347687,-0.347687,4
2114,2007,27,41.8,328255548,1070080,4269452,,,4
2114,2008,41.49,6.77,301042201,484369.13,1244678.04,-0.705033,-0.700096,4
2114,2009,7.35,17.95,1290746670,1284257.88,3300143.4,1.651403,1.651403,4
2114,2010,18,16.68,909621725,3066651.36,3066651.36,-0.070752,-0.070752,4
2114,2011,16.78,6.68,480750092,1228131.36,1228131.36,-0.59952,-0.59952,4
2114,2012,6.89,7.93,1308538942,1421404.92,1457946.36,0.187126,0.187126,4
2114,2013,8.33,7.58,1025091670,653800.39,2060553.47,-0.044136,-0.044136,4
2114,2014,7.5,14.19,1954514137,1223935.04,3857421.34,0.872032,0.872032,4
2114,2015,14.19,19.76,2084311562,1703551.1,5371574.74,0.39253,0.39253,4
2114,2016,19.15,22.16,3311983705,6022933.48,6023992.73,0.121457,0.121457,4
2114,2017,22.2,17.7,1647110429,4811054.74,5724096.23,-0.201263,-0.201264,4
2115,2007,19,25.89,227758956,517800,2071200,,,4
2115,2008,25.89,11.76,249196890,654840.9,1411200,-0.311846,-0.310931,4
2115,2009,12.42,25.8,618087222,1808039.83,3459780,1.246222,1.035475,4
2115,2010,26.01,18.48,1084106054,2960567.61,3965068.8,0.153082,0.15186,4
2115,2011,18.6,12.2,528257061,2035329.53,2783552,-0.333528,-0.33171,4
2115,2012,12.66,7.32,568166093,1981289.28,2505196.8,-0.089286,-0.087705,4
2115,2013,7.31,6.37,2387198414,2100774.03,2616082.56,0.057649,0.057923,4
2115,2014,6.36,8.86,2584266023,3002442.08,3638695.68,0.390895,0.390895,4
2115,2015,8.69,15.87,5837430117,5407685.38,6517618.56,0.791196,0.791196,4
2115,2016,15.7,10.53,3235501214,3612349.79,4383207.27,-0.329849,-0.330183,4
2115,2017,10.53,9.27,1345562402,3197777.32,4722066.91,-0.110881,-0.110161,4
2116,2007,17,27.19,283766246,788510,3099660,,,4
2116,2008,27.4,8.9,188499221,431193.06,1014600,-0.667985,-0.66495,4
2116,2009,8.95,20.9,500197021,1014900.03,2382600,1.394921,1.377528,4
2116,2010,21,23.19,378409342,1124964.78,2643660,0.128799,0.123923,4
2116,2011,22.92,16.57,114705581,1829836.77,1888980,-0.273155,-0.271669,4
2116,2012,16.65,14.25,230039205,2837536.98,2924100,0.572057,0.569101,4
2116,2013,14.58,14.75,404509366,3007474.32,3026700,0.055989,0.051228,4
2116,2014,14.7,16.22,929913407,5000711.82,5033843.2,0.6727,0.663331,4
2116,2015,16.11,17.76,1579091601,7200801.86,7244824.3,0.433791,0.435758,4
2116,2016,17.85,13.4,997048161,5518735.02,5548354.63,-0.229235,-0.228604,4
2116,2017,13.4,10.96,965419473,4554569.93,4577213.16,-0.168725,-0.167164,4
2117,2007,17.9,19.19,215834631,537320,2110900,,,4
2117,2008,19.57,9.25,164638515,657212.5,1017500,-0.507302,-0.503908,4
2117,2009,9.28,19.77,369672762,1404658.5,2174700,1.182951,1.166486,4
2117,2010,20.11,28.56,424069366,3544986.35,3544986.35,0.484582,0.41495,4
2117,2011,28.8,19.1,246406015,2370771.69,2414510.69,-0.323765,-0.32423,4
2117,2012,19.2,7.33,404717152,1827906.61,1853231.76,-0.215611,-0.211518,4
2117,2013,7.32,14.81,1218416258,4450712.5,4491843.57,1.483119,1.451842,4
2117,2014,14.71,20.35,1457789216,7369852.5,7406097.88,0.667378,0.66239,4
2117,2015,20.33,46.02,2282886842,16735081.6,16742371.17,1.28321,1.276167,4
2117,2016,45.8,29.95,1300868993,10891943.16,10895139.54,-0.342688,-0.342677,4
2117,2017,30.02,19.44,560713080,7069762.1,7071836.82,-0.343129,-0.340902,4
2118,2007,18.57,33.88,194887571,572572,2287679.24,,,4
2118,2008,34.6,13.65,621319521,525061.17,1659040.11,-0.274065,-0.273819,4
2118,2009,13.88,19.67,685536731,756626.61,2390719.34,0.445738,0.444689,4
2118,2010,19.67,32.1,920485905,2596340.19,8233511.68,1.776948,1.775445,4
2118,2011,32.05,8.22,1351033954,1329714.42,4216789.16,-0.487851,-0.48785,4
2118,2012,8.31,7.34,3129144142,3762329.93,3765356.74,-0.107056,-0.107056,4
2118,2013,7.34,9.8,2214361128,5023443.58,5027315.54,0.33515,0.33515,4
2118,2014,9.76,12.03,1815125992,6167471.42,6171286.33,0.227551,0.227551,4
2118,2015,12.15,19.51,4523664698,10002274.93,10008461.86,0.62518,0.624938,4
2118,2016,19.28,7.2,2194872757,7383109.06,9221470.75,-0.261917,-0.261917,4
2118,2017,7.23,7.52,2508491055,7711247.24,9631313.89,0.044444,0.044444,4
2119,2007,20.5,24.98,234899875,624500,2425558,,,4
2119,2008,25.19,4.17,430093677,487539.76,809814,-0.665567,-0.665012,4
2119,2009,4.21,9.66,1791747567,1154253.45,1875972,1.316547,1.316547,4
2119,2010,9.76,12.35,2130489651,2286336.17,2398370,0.284035,0.283644,4
2119,2011,12.4,7.68,883337515,1398563.17,1491456,-0.375065,-0.374089,4
2119,2012,7.76,5.77,543011716,1085638.71,1120534,-0.248698,-0.248698,4
2119,2013,5.82,7.22,631935592,1402124,1488764,0.255865,0.255633,4
2119,2014,7.18,11.79,912923989,2289618,2431098,0.638412,0.636427,4
2119,2015,11.79,21.82,1559246839,4237444,4499284,0.850721,0.850721,4
2119,2016,21.55,20.7,1553176447,4179847.5,4268340,-0.051329,-0.051329,4
2119,2017,20.7,19.46,510745939,3929460.5,4012652,-0.054473,-0.055072,4
2120,2007,25.12,18.68,210470616,539852,2159408,,,4
2120,2008,18.81,5.6,342042573,328933.13,841568,-0.610279,-0.610278,4
2120,2009,5.61,11.1,864392585,653913.04,1668108,1.001201,0.996429,4
2120,2010,11.12,10.52,639430599,983270.64,1580945.6,-0.046904,-0.047748,4
2120,2011,10.11,6.55,392150734,618790.23,984334,-0.377376,-0.377376,4
2120,2012,6.69,8.53,996105200,824053.05,1281888.4,0.309108,0.309924,4
2120,2013,8.58,8.12,558011163,793375.01,1220273.6,-0.035323,-0.036342,4
2120,2014,8.1,11.92,981425461,1164658.88,1791337.6,0.472362,0.471675,4
2120,2015,11.93,26.95,1261286826,2617316.92,4050046,1.271722,1.269295,4
2120,2016,26.78,50.4,743534353,4950469.54,51087724.68,0.875225,0.872356,4
2120,2017,50.19,45.78,388111768,4460857.04,55725873.38,0.092332,0.092162,4
2121,2007,26,41.36,163185207,1240800,4963200,,,4
2121,2008,41.36,18.99,149785665,1051022.44,2278800,-0.537695,-0.536025,4
2121,2009,19.17,20.38,1027271520,2324755.77,4891200,1.152936,1.151659,4
2121,2010,20.58,30.45,1123218464,4548524.78,8052807,0.497109,0.496565,4
2121,2011,30.39,8.92,796419024,2387373.2,3538474.8,-0.559737,-0.558949,4
2121,2012,9.06,7.19,673003202,1924275.77,2852201.1,-0.192116,-0.191704,4
2121,2013,7.24,7.5,1181785461,1997607.5,2975175,0.048862,0.048679,4
2121,2014,7.54,12.15,2138634750,3262661.58,4854568.95,0.624302,0.623293,4
2121,2015,12.2,29.6,3055225443,7986782.76,14092352.8,1.438708,1.438683,4
2121,2016,29.3,8.82,3613621362,6147618.88,10512529.34,-0.253637,-0.253378,4
2121,2017,8.84,8.95,2549666624,6300314.74,12596890.27,0.017564,0.017574,4
2122,2007,65,149.89,210095870,5096260,20385040,,,4
2122,2008,152,53.33,109080218,3626440,14505760,-0.287317,-0.287077,4
2122,2009,54.08,29.23,1006639324,3975280,17362620,0.097782,0.098069,4
2122,2010,29.33,13.26,3237054600,13552886.88,15752880,-0.091036,-0.091002,4
2122,2011,13.3,6.48,3415584633,6862008.96,7698240,-0.507547,-0.503771,4
2122,2012,6.56,5.52,1214707013,5823043.63,6557760,-0.13582,-0.132716,4
2122,2013,5.56,4.22,1440105647,4465356.07,5013360,-0.220248,-0.217391,4
2122,2014,4.21,7.63,4210010902,8097759.23,9064440,0.811436,0.810427,4
2122,2015,7.45,8.33,6767748956,8939522.17,9896040,0.093481,0.094364,4
2122,2016,8.37,12.69,4252385360,13856382.11,15075720,0.536083,0.529412,4
2122,2017,12.6,8.49,1390365123,9368961.35,10086120,-0.330969,-0.330969,4
2123,2007,57,93.02,79014602,1488320,5953280,,,4
