,Mretwd,Equity,Benchmark
2009-01-01 00:00:00,0.17259480000000005,117.25948000000001,0.11825799999999999
2009-02-01 00:00:00,0.15172266666666664,135.0504009975467,0.053038
2009-03-01 00:00:00,0.25284203225806445,169.19681884303293,0.171596
2009-04-01 00:00:00,0.17685979999999996,199.12093438424793,0.045913
2009-05-01 00:00:00,0.08179014814814814,215.40706510693326,0.052148
2009-06-01 00:00:00,0.12686246874999998,242.7341371725908,0.147392
2009-07-01 00:00:00,0.16346228125000004,282.4120129720729,0.179427
2009-08-01 00:00:00,-0.1153644406779661,249.83170905481117,-0.242153
2009-09-01 00:00:00,0.06158250819672131,265.21697232547996,0.06166900000000001
2009-10-01 00:00:00,0.1342817763157895,300.830778478441,0.091706
2009-11-01 00:00:00,0.16693546874999995,351.050105498167,0.07051
2009-12-01 00:00:00,0.06527636842105264,373.96538151891474,0.018228
2010-01-01 00:00:00,-0.048945137254901946,355.6615945918897,-0.103902
2010-02-01 00:00:00,0.0795003142857143,383.9368031413032,0.02419
2010-03-01 00:00:00,0.10390362499999999,423.829228758596,0.019484
2010-04-01 00:00:00,-0.04533810526315788,404.6136145715358,-0.08316599999999999
2010-05-01 00:00:00,-0.09231720512820514,367.26081651747074,-0.09588300000000001
2010-06-01 00:00:00,-0.06701188636363636,342.6499764151857,-0.075792
2010-07-01 00:00:00,0.18904831884057974,407.42737840724084,0.11930199999999999
2010-08-01 00:00:00,0.12338764705882349,457.6988839762552,0.01197
2010-09-01 00:00:00,-0.025260217391304348,446.13731066725757,0.011153
2010-10-01 00:00:00,0.09222332051282052,487.28157486165185,0.15138800000000002
2010-11-01 00:00:00,0.05287567032967032,513.046914771759,-0.071891
2010-12-01 00:00:00,0.0010582739726027418,513.5898589683861,-0.002783
2011-01-01 00:00:00,-0.021272921052631576,502.66430244511946,-0.016543000000000002
2011-02-01 00:00:00,0.11418697826086958,560.0620202209356,0.052998
2011-03-01 00:00:00,-0.007089385964912283,556.0915243953009,-0.0050219999999999996
2011-04-01 00:00:00,-0.09333698245614032,504.18761953880835,-0.009484000000000001
2011-05-01 00:00:00,-0.07268639999999998,467.5400365499627,-0.059874000000000004
2011-06-01 00:00:00,0.04089884810126584,486.6618854860798,0.014169
2011-07-01 00:00:00,0.03365888421052632,503.04238153933215,-0.023656
2011-08-01 00:00:00,0.020472274193548384,513.340803105181,-0.042158999999999995
2011-09-01 00:00:00,-0.10440389795918367,459.74602227950226,-0.093239
2011-10-01 00:00:00,0.06004932142857143,487.3534589468711,0.044147000000000006
2011-11-01 00:00:00,-0.014279803278688524,480.3941474259214,-0.064479
2011-12-01 00:00:00,-0.1806572647058824,393.60745477124004,-0.069712
2012-01-01 00:00:00,0.05279168518518517,414.38665561006536,0.050526
2012-02-01 00:00:00,0.17801581147540982,488.1540323730723,0.068938
2012-03-01 00:00:00,-0.06043153097345133,458.6541368459039,-0.06804500000000001
2012-04-01 00:00:00,0.02984343859649122,472.3419534158912,0.069762
2012-05-01 00:00:00,0.03215484466019417,487.5300355544719,0.002241
2012-06-01 00:00:00,-0.0009189065420560741,487.0820410153521,-0.064752
2012-07-01 00:00:00,-0.12676393055555557,425.33760699322374,-0.052279
2012-08-01 00:00:00,0.07211205494505495,456.00957587891725,-0.054889999999999994
2012-09-01 00:00:00,0.04825706349206349,478.0152589350951,0.04002
2012-10-01 00:00:00,0.006023252631578953,480.89446560141084,-0.016696000000000003
2012-11-01 00:00:00,-0.11399041176470587,426.07710745213774,-0.051072
2012-12-01 00:00:00,0.19130801052631585,507.5890712096135,0.179136
2013-01-01 00:00:00,0.06475149473684211,540.4562222825214,0.064975
2013-02-01 00:00:00,0.05584508474576272,570.6380458172636,-0.005045
2013-03-01 00:00:00,-0.012525642857142852,563.4904374546586,-0.066675
2013-04-01 00:00:00,-0.018599210526315788,553.0099601788737,-0.019148
2013-05-01 00:00:00,0.17336668571428573,648.8834641420741,0.06501799999999999
2013-06-01 00:00:00,-0.15186673913043475,550.339648367157,-0.155687
2013-07-01 00:00:00,0.08423430303030306,596.6971250773065,-0.003462
2013-08-01 00:00:00,0.13920376190476189,679.7596096058237,0.055124
2013-09-01 00:00:00,0.07544972340425529,731.0472841319677,0.041111
2013-10-01 00:00:00,0.019950480769230783,745.6320289154409,-0.014661000000000002
2013-11-01 00:00:00,0.12726668181818182,840.5261430928675,0.027478
2013-12-01 00:00:00,-0.024282875000000002,820.1157518259113,-0.044657999999999996
2014-01-01 00:00:00,0.04608231746031744,857.9085862557598,-0.054752999999999996
2014-02-01 00:00:00,0.07050090909090909,918.3919215036873,-0.01066
2014-03-01 00:00:00,0.005921018867924528,923.8297373990601,-0.014990999999999999
2014-04-01 00:00:00,0.014010557692307692,936.7731072327592,0.005756
2014-05-01 00:00:00,0.0790066575342466,1010.7844193031898,-0.001017
2014-06-01 00:00:00,0.09390205769230768,1105.6991561590837,0.004013
2014-07-01 00:00:00,0.12937439285714286,1248.7483131698204,0.085507
2014-08-01 00:00:00,0.2020033818181818,1500.9996954698745,-0.005091
2014-09-01 00:00:00,0.2734678490566039,1911.4748536246384,0.048198000000000005
2014-10-01 00:00:00,0.2110764545454545,2314.9421886805185,0.023393
2014-11-01 00:00:00,0.27458895121951216,2950.599736404104,0.119799
2014-12-01 00:00:00,-0.12611601960784313,2578.481842192867,0.258075
2015-01-01 00:00:00,0.11431378169014085,2873.237852593295,-0.028105
2015-02-01 00:00:00,0.09326389843749998,3141.207215864337,0.040313999999999996
2015-03-01 00:00:00,0.26291838461538464,3967.0883428015786,0.133888
2015-04-01 00:00:00,0.5138196117647059,6005.456134936176,0.172463
2015-05-01 00:00:00,1.3620217788461537,14185.018182624492,0.019146
2015-06-01 00:00:00,0.5593334239130437,22119.17297098063,-0.075985
2015-07-01 00:00:00,0.33364767857142863,29499.18368466821,-0.146725
2015-08-01 00:00:00,-0.062183318181818194,27664.826559500587,-0.11794600000000001
2015-09-01 00:00:00,0.025581827956989257,28372.543393005675,-0.048592
2015-10-01 00:00:00,0.3267565625,37643.45814148629,0.10338299999999999
2015-11-01 00:00:00,0.2296880769230769,46289.71165073862,0.009149
2015-12-01 00:00:00,0.1989635862068966,55499.678685252744,0.046151
2016-01-01 00:00:00,-0.010813493827160505,54899.53325238037,-0.21037600000000004
2016-02-01 00:00:00,0.004426274509803921,55142.53365701552,-0.023293
2016-03-01 00:00:00,0.2800897313432835,70587.39109459697,0.118375
2016-04-01 00:00:00,0.04456115384615384,73732.84668876193,-0.019062
2016-05-01 00:00:00,0.11738640983606557,82388.08084854872,0.00406
2016-06-01 00:00:00,0.2985105057471264,106981.78853018415,-0.004934
2016-07-01 00:00:00,0.027447914285714282,109918.21549189306,0.015856
2016-08-01 00:00:00,0.08509421582733809,119271.61984431604,0.03866
2016-09-01 00:00:00,0.035240488095238075,123474.80994353944,-0.02239
2016-10-01 00:00:00,0.05455285714285714,130210.71361113076,0.025511000000000002
2016-11-01 00:00:00,0.06921548936170213,139223.31187386162,0.060463
2016-12-01 00:00:00,-0.06986347222222224,129496.68789207631,-0.064421
2017-01-01 00:00:00,-0.043731950819672114,123833.54510586959,0.023528
2017-02-01 00:00:00,0.06605098888888891,132012.87321772912,0.019141
2017-03-01 00:00:00,-0.02223535833333334,129077.51967712,0.0009369999999999999
2017-04-01 00:00:00,-0.09609043548387092,116674.4046001676,-0.004714
2017-05-01 00:00:00,-0.08846328426395941,106353.00357969475,0.015446000000000001
2017-06-01 00:00:00,0.04058609433962264,110669.45661628245,0.049791
2017-07-01 00:00:00,-0.0409859677419355,106133.56183738998,0.019383
2017-08-01 00:00:00,0.10529795067264579,117309.20839645564,0.022532
2017-09-01 00:00:00,0.024203466292134827,120148.49786763628,0.0037700000000000003
2017-10-01 00:00:00,-0.003003339622641508,119787.65112338954,0.044368
2017-11-01 00:00:00,-0.10634758823529414,107048.52332604624,-0.000154
2017-12-01 00:00:00,-0.01759289820359282,105165.22955232617,0.00618
2018-01-01 00:00:00,-0.03650708290155438,101325.9537986984,0.060792
2018-02-01 00:00:00,-0.06595651121076232,94642.84739103337,-0.058995000000000006
2018-03-01 00:00:00,0.14110042616033758,107996.99349093596,-0.031101999999999998
2018-04-01 00:00:00,-0.03364608771929826,104363.31717451944,-0.036327
2018-05-01 00:00:00,0.006519494949494949,105043.71329375127,0.012111
2018-06-01 00:00:00,-0.13149097674418608,91231.41283191966,-0.07663400000000001
2018-07-01 00:00:00,0.03651256250000004,94562.50549490843,0.0019
2018-08-01 00:00:00,-0.08444204065040649,86577.45456190308,-0.052066999999999995
2018-09-01 00:00:00,0.023312034013605428,88595.75112746155,0.031297000000000005
2018-10-01 00:00:00,-0.04910347183098593,84245.3921576292,-0.082888
2018-11-01 00:00:00,0.07940589795918368,90934.97317082931,0.005982
2018-12-01 00:00:00,-0.0432184358974359,87004.90586201078,-0.051072
2019-01-01 00:00:00,-0.05444925675675675,82267.5534036327,0.063434
2019-02-01 00:00:00,0.2637668413793103,103967.00611291263,0.146093
Report,0.06931137904833676,1038.6700611291262,-0.99853907
